Node_id ; adjacency_list
2614392838 > [2614392825, 2614392843]
418315069 > [2050786330]
2614392834 > [2614392815, 2614392837]
346158968 > [4939801684, 3043042834]
356906652 > [5149060685, 2649655642]
418315060 > [2024241119, 2305899219]
2614392840 > [2614392828, 2614392858]
418315059 > [3120303991, 4060810508]
418315056 > [4411319906, 418315036]
2614392843 > [2614392838, 2614392850]
2614392886 > [4346870480, 2655780594]
2614392882 > [2614392886]
418315038 > [418315036]
2614392868 > [2614392864, 2614392874]
418315036 > [4411319904, 418315038]
418315034 > [2202960910, 4411341115]
2614392864 > [2614392860, 2614392868]
418315032 > [4411319918]
454031609 > [454031720]
418315033 > [4815796259]
418315030 > [600118890, 4815796279]
2614392876 > [2655780594, 2614392859]
418315031 > [3785873572]
2614392872 > [4346870478, 2614392855]
2614392874 > [2614392868]
2614392875 > [4346870478]
1357559020 > [1357560746, 1357560414]
753322231 > [753324314, 3054648487]
1357559027 > [1357560043, 1357559533]
3814786887 > [3814786886, 3814786888]
3814786886 > [3814786887]
3814786889 > [3814786888, 3814786890]
3814786888 > [3814786887, 3814786889]
3814786891 > [290718773]
3814786890 > [3814786889, 3814786891]
823383356 > [823383388, 2127094750]
1357559000 > [1357560739, 1357560408]
1357558994 > [1357560032, 1357559511]
2456647213 > [2456647217, 2456647195]
753322150 > [753324684, 753324217]
823383378 > [1080734968]
753322147 > [440122900]
823383381 > [1080734968, 823383384]
823383384 > [823383430]
1480506483 > [3072787016, 1480485924]
823383388 > [823383356]
4050064688 > [4742890563]
2456647217 > [2456647213]
2456647181 > [2456647148, 2456647141]
1873972163 > [356318376, 4741505492]
823383393 > [823383404, 5255357341]
2456647195 > [2456647213]
2456647185 > [2456679864, 2456679866]
823383404 > [823383384, 823383393]
1873972173 > [356318376, 2228469636]
346026014 > [346026019, 1381445835]
753322085 > [753320166, 753324105]
1629390232 > [1629390255]
346026003 > [3756739008, 346025997]
346025997 > [346026003, 3756739006]
823383430 > [823383384, 1293170895]
1629390269 > [1629390317, 1629390255]
1629390255 > [1629390269, 1629390232]
5333244241 > [3076530453, 356722463]
5333244240 > [3085731247, 3085731246]
454033338 > [454047017]
346026019 > [346026014]
1629390240 > [427622916, 427622918]
513407576 > [418526838, 418526839]
346157161 > [429523398, 429523399]
454033346 > [454047017, 454033386]
454033386 > [454033346]
1629390331 > [3381661455, 1629390317]
1629390317 > [1629390331, 1629390269]
5320071649 > [5320069103, 5320071650]
5320071650 > [5320071649, 5320071651]
5320071651 > [5320071650, 5320069104]
1357559274 > [1357560251, 1357560519]
2053807995 > [2053808012]
1357559289 > [1357560158, 1357559756]
2053807990 > [458898488, 2053808015]
1357559240 > [1357560827, 1357560502]
459406914 > [458718173, 458719178]
1357559241 > [1357560133, 1357559697]
1357559259 > [1357560833, 1357560509]
1357559252 > [1357560140, 1357559715]
2281729344 > [3240935234, 5403383083]
2281729345 > [429333212, 3240935234]
2281729346 > [429333206, 3240935253]
3401265139 > [1381311427, 3401265140]
3326812928 > [746323811, 746324618]
3401265140 > [3401265139, 1382411602]
753322409 > [753326240]
2053807935 > [357390767, 1152522947]
1357559186 > [1357560803, 1357560477]
2053808104 > [2053808083, 2053808115]
3040825530 > [278110423, 2515221787]
1357559149 > [1357560086, 1357559613]
1357559143 > [1357560784, 1357560458]
1357559167 > [1357560096, 1357559630]
2053808115 > [2053808104]
2053808071 > [2053808083, 2053808061]
2053808068 > [2053808046, 458898494]
1357559131 > [1357560778, 1357560451]
2362599779 > [4104179445, 420277800]
2053808093 > [2053808083]
2053808083 > [2053808093, 2053808104]
1357559121 > [1357560078, 1357559598]
1357559082 > [1357560763, 1357560436]
2053808041 > [2053808028]
2053808046 > [458898493, 2053808068]
2053808035 > [2053808057]
2053808039 > [2053808057, 2053808021]
2053808057 > [2053808035]
2053808061 > [2053808071, 2053808017]
2216190458 > [2216190470]
4061075436 > [4061075435]
4061075435 > [4061075434, 4061075436]
2216190460 > [2216190462]
2053808015 > [2053807990, 357390781]
4061075434 > [4061075433, 4061075435]
2216190461 > [2216190464, 2216190466]
4061075433 > [4061075432, 4061075434]
1357559052 > [1357560053, 1357559548]
2053808012 > [2053808021, 2053807995]
2216190462 > [2216190464, 2216190460]
4061075432 > [4061075431, 4061075433]
4061075431 > [4061075430, 4061075432]
4061075430 > [4061075429, 4061075431]
4061075429 > [4061075428, 4061075430]
4061075428 > [4061075427, 4061075429]
4061075427 > [4061075426, 4061075428]
3106233545 > [2171025379, 427622899]
2216190452 > [2216190454, 2216190453]
4061075426 > [4061075425, 4061075427]
2053808007 > [2053808017]
2216190453 > [2216190452]
4061075425 > [754615172, 4061075426]
2216190454 > [2216190465, 2216190452]
3106233546 > [3106233545]
2053808025 > [2053808015]
2053808028 > [2053808021, 2053808041]
3106233564 > [427622899, 1629390447]
2053808017 > [2053808061, 2053808007]
2053808021 > [2053808028]
1357559531 > [1357560322, 1357559947]
1381676123 > [1381676198, 417852413]
1381676121 > [346120278, 1381676256]
2216190491 > [2216190499]
457309508 > [457309515]
2216190494 > [2216190501, 2216190491]
3423152655 > [3423152658]
1357559533 > [1357559027, 1357560649]
457309513 > [457311506, 457311507]
2216190481 > [2216190485, 2216190475]
457309515 > [2459200079, 457309508]
1381676113 > [1381676272, 1381676223]
2216190483 > [2216190491, 2216190464]
1381676118 > [1381676100, 1381676185]
2216190485 > [2216190496, 2216190481]
2216190486 > [2216190472, 2450931048]
2216190487 > [425119273, 425119279]
1381676117 > [1937597493, 1937597514]
2153932402 > [2153932409, 2153932403]
2190697603 > [2190697601, 2190697599]
2216190472 > [2216190486]
2153932403 > [2153932402, 2153932404]
2190697602 > [2190697599, 2849744296]
2216190473 > [2216190468, 5098732772]
1381676104 > [1381676193]
2153932400 > [2153932405]
2190697601 > [2190697603]
2190697600 > [2190697593, 345532105]
2216190475 > [2216190481, 2216190468]
356315951 > [1866819656, 1866819844]
2153932406 > [2153932405, 2153932407]
2153932407 > [2153932406, 2153932408]
1357559548 > [1357559052, 1357560657]
2153932404 > [2153932403, 2153932405]
2216190478 > [2450931049]
2153932405 > [2153932400]
2153932410 > [356911624, 457364541]
2216190464 > [2216190483, 2216190462]
2153932411 > [2153932413]
2216190465 > [2216190466, 2216190454]
2153932408 > [4061314963]
2216190466 > [2216190461, 2216190465]
2153932409 > [291319645, 356911614]
2190697608 > [2190697612]
3423152658 > [3423152655, 759841212]
2153932414 > [2153932417, 2153932415]
2216190468 > [2216190475, 2216190473]
457309532 > [457306594, 457306593]
2153932415 > [2153932414, 2153932412]
3423152660 > [759841097]
1381676100 > [1381676202, 1381676118]
2153932412 > [2153932415]
2216190470 > [2216190458]
2153932413 > [2153932411]
2190697612 > [2190697608]
3423152662 > [759841097]
1381676101 > [3704795010, 346120277]
3710663436 > [2069583535, 2069583542]
356315935 > [1866819741, 1866819656]
356315924 > [1866819842, 1866819741]
2216190516 > [2216190518]
1357559495 > [1357560033, 1357560629]
2216190518 > [2216190516]
2216190519 > [2216190536]
2216190504 > [2216190502, 2216190507]
2216190505 > [2216190511, 2216190499]
1357559512 > [1357560313, 1357559937]
356315919 > [356313203, 356316517]
2216190507 > [2216190504]
1381676141 > [1502709214, 1381676220]
2216190511 > [2216190505]
2216190496 > [2216190498]
3085717973 > [2472046742, 2938565290]
2216190498 > [2216190496, 2216190500]
2323934398 > [2323934451]
2216190499 > [2216190491]
2216190500 > [2216190498, 2216190502]
1357559511 > [1357558994, 1357560636]
2216190501 > [2216190494]
2216190502 > [2216190500, 2216190504]
356316028 > [356315983, 356316950]
1842514835 > [1842514841, 1842514807]
2216190559 > [2216190562, 2216190518]
1842514840 > [1842514841]
2216190546 > [2216190549, 2216190560]
1842514841 > [1842514840, 1842514835]
2216190547 > [5098668687]
2216190549 > [2216190540, 2216190546]
2216190536 > [5098668687, 2216190519]
2216190540 > [2216190518, 2216190549]
421265223 > [2179391771]
421265220 > [4350848996, 1537263165]
1357559424 > [1357560253, 1357559896]
2216190568 > [2216190567]
356315983 > [356316197, 356316444]
2323934455 > [2323934451, 756001517]
2323934451 > [2323934398, 2323934455]
1357559442 > [1357560267, 1357559903]
2216190560 > [2216190546, 2216190565]
2216190562 > [2216190567]
2216190564 > [2216190562]
2216190565 > [2216190566]
2216190566 > [2216190567, 2216190565]
2216190567 > [2216190562]
1402123536 > [346030558, 346215291]
1237364546 > [1834887506, 1237364571]
4050065390 > [4050065389]
4050065389 > [4742890563, 4050065390]
1534115323 > [358001558, 1306228083]
1402123545 > [1402123486]
2456646886 > [2456646858, 2456646874]
1237364555 > [5259995833]
1357559417 > [1357560245, 1357560508]
1534115299 > [358001577, 1246290071]
2321640693 > [1534405547, 5240392069]
1237364564 > [1354486179, 5259996647]
1357559423 > [1357561071, 1357560594]
1237364566 > [1237364568, 5420534539]
1534115303 > [1305379387, 358001592]
1402123525 > [1402123601, 1402123498]
1534115304 > [346156300, 1305379123]
1237364568 > [3406712989]
2321640696 > [5240392048, 5240392044]
1534115306 > [358008050, 1305379403]
2321640699 > [5240392044, 5240392074]
1237364571 > [1237364546, 1834887526]
2321640701 > [5240392074, 2321640716]
2321640703 > [5240392050, 5240392048]
1237364574 > [1834887526, 1237364576]
1402123533 > [1402123513, 4855289233]
1357559370 > [1357560203, 1357560794]
1237364576 > [1237364574, 5259996644]
1402123571 > [4855289233, 346215798]
1381610747 > [1381610820, 1381610762]
1842514800 > [1842514807, 1842514790]
3599773747 > [2456791584, 2041461930]
1842514807 > [1842514835, 1842514800]
1402123573 > [1380662014, 1380661747]
1381610750 > [1381610779, 1381610755]
2456646858 > [2456646854, 2456646886]
1381676272 > [1381676220, 1381676113]
2456646854 > [2456646858]
1381610741 > [1381610814]
1402123583 > [1402123589, 862934207]
513407031 > [418527060, 418527061]
1402123580 > [1402123504, 1402123608]
1402123581 > [1402123590, 1402123488]
1534115295 > [358001577]
1842514790 > [1842514800]
1357559391 > [1357561020, 1357560577]
2456646874 > [2456646886]
1381676256 > [1381676121]
4741463132 > [4371265939, 2735687110]
1381676185 > [1381676118, 1381676182]
1402123601 > [1402123608, 1402123525]
2735687115 > [4322092885, 2459086619]
1402123607 > [5274868654]
2735687114 > [2735687113, 2735687115]
2735687113 > [2735687114]
2735687111 > [2735687110]
4322092885 > [2640209131, 2735687115]
2735687110 > [4741463132, 2735687111]
1402123608 > [1402123580, 1402123601]
1402123609 > [1402105985, 1402105949]
2735687108 > [2152758845, 3009784346]
1381676182 > [1381676185, 1502709209]
1357559332 > [1357560180, 1357559805]
1357559333 > [1357560928, 1357560551]
1357559352 > [1357560960, 1357560559]
1402123585 > [1402123623]
1402123590 > [1402123599, 1402123581]
1402123589 > [1402123617, 1402123583]
356316135 > [356328604, 356315935]
1402123599 > [1402123590]
1402123596 > [4855289230, 4855289240]
1381676218 > [1381676223, 1381676221]
2190697587 > [3933466154, 2552110184]
2153932416 > [457364549, 2459200097]
2153932417 > [457364547, 457364548]
1381676223 > [1381676113, 1381676218]
2190697590 > [2190697588]
1381676220 > [1381676272]
1381676221 > [1381676218, 1381676202]
2190697588 > [2190697590, 3933466154]
2190697593 > [345528173, 2190697600]
2190697592 > [3933468220, 3933468222]
2190697599 > [3933468222, 2190697600]
2190697598 > [345528173, 2190697593]
1357559322 > [1357560174, 1357559793]
1381676202 > [1381676221, 1381676100]
1357559320 > [1357559935, 1357560542]
1402123617 > [346215291, 1380662024]
2207933806 > [2207933805, 2207908079]
1402123623 > [1402123583, 1402123585]
3380621173 > [3380621175, 448940957]
3380621174 > [3877550803, 1502768222]
2207933804 > [2206600795, 2207933805]
2207933805 > [2207933804]
3380621175 > [3380621173]
3380621176 > [1729024541]
1381676193 > [1381676104]
1072093466 > [746496384, 1072093343]
1381676198 > [1381676193, 1381676123]
2456647020 > [2456647073]
4301580135 > [4478420463]
4301580128 > [4631131303, 4301580142]
1357559789 > [1357560450, 1357560078]
4301580142 > [4301580128, 4631131316]
4301580136 > [4478420474]
4301580145 > [2641834325, 2641834321]
1357559807 > [1357560459, 1357560086]
1357559805 > [1357559332, 1357560784]
1357559793 > [1357559322, 1357560778]
1629390341 > [1805732630, 1805732629]
1381610820 > [1381610747]
1629390396 > [1629390439, 1629390370]
1357559756 > [1357559289, 1357560763]
4301580126 > [4478420466, 2641834325]
1629390370 > [1629390396, 3381661455]
2144966808 > [3667984788]
1381610779 > [1381610800, 1381610750]
1357559715 > [1357559252, 1357560746]
1381676307 > [346120278]
1402123486 > [1402123545, 1402123511]
1357559717 > [1357560416, 1357560043]
1629390412 > [1805732631, 427622914]
1381610762 > [5137417399, 2600955322]
753322943 > [753317112]
1381610755 > [1381610750, 1534711005]
4347716729 > [2607875340, 2607875328]
1357559735 > [1357560426, 1357560053]
1402123504 > [1402123489, 1402123580]
2321640707 > [1534405518, 5240392047]
1402123505 > [1380661805, 1380661759]
1402123510 > [1402105949, 1402106017]
1402123511 > [1402123486]
2144966844 > [4331032800, 2144966835]
1357559692 > [1357560407, 1357560032]
2321640711 > [5240392077, 1534405524]
1381610814 > [1381610741, 1381610800]
1381610800 > [1381610814, 1381610779]
1629390452 > [427622891, 427622895]
2144966835 > [2144966844]
3725539684 > [526247624, 357981864]
1402123513 > [1402123488, 1402123533]
2321640714 > [2321640716, 5240392077]
3725539683 > [3725550004, 3725543019]
2321640716 > [2321640701, 2321640714]
3725539682 > [3725539681, 5137417410]
3725539681 > [3725539682]
1629390449 > [427622895, 2171025383]
1629390447 > [3106233564, 427622901]
1402123488 > [1402123581, 1402123513]
2456646943 > [2045668112, 2045668060]
1629390444 > [427622906, 427622908]
1402123489 > [1402123609, 1402123504]
1629390445 > [1805732639, 3350443032]
1402123498 > [1402123525, 5274868654]
1072093343 > [1072093466, 746496395]
1629390439 > [3381617255, 1629390396]
1402123496 > [4370839377, 4370839374]
1357559697 > [1357559241, 1357560739]
1629390437 > [1805732633, 1805732632]
753322905 > [753324723, 440143067]
2456647148 > [2456647101, 2456647181]
426835698 > [419754738, 416466455]
426835700 > [419754739, 426835708]
426835702 > [416466460, 419754740]
2456647141 > [2456647181, 2456647101]
426835706 > [426835691, 416466478]
426835708 > [426835700, 416466458]
426835710 > [426835708, 416466455]
2456647165 > [2456679863, 2456679864]
457309395 > [457310785, 457315374]
457309397 > [457313575]
457309396 > [457315374, 457313575]
753322879 > [753321128, 753324704]
426835691 > [416466475, 426835706]
1357559630 > [1357559167, 1357560700]
2456647105 > [2456647063]
753322837 > [753324684, 753321075]
2456647129 > [2456647097, 2456647185]
3161086891 > [2162048792, 3161086892]
356315902 > [418583533, 356315919]
1357559598 > [1357559121, 1357560683]
1357559599 > [1357560355, 1357560595]
3161086892 > [3161086891, 3161086893]
3161086893 > [429327569, 3161091172]
2456647077 > [2456647058, 2456647101]
2456647073 > [2456647020]
2456647101 > [2456647077, 2456647148]
1357559611 > [1998340846, 1357559987]
2456647097 > [2456647165, 2456647129]
1357559613 > [1357559149, 1357560692]
2456647088 > [356754174, 2045668142]
3967617948 > [856033731, 856033706]
3772909315 > [3772909316]
3772909318 > [3772909317, 3772909319]
3772909319 > [3772909318, 3772909320]
3772909316 > [3772909315, 3772909317]
3772909317 > [3772909316, 3772909318]
3772909322 > [3772909321, 3772909323]
3772909323 > [3772909322]
2445637167 > [2445637172]
3772909320 > [3772909319, 3772909321]
3772909321 > [3772909320, 3772909322]
2445637172 > [2445637167]
2445637175 > [2459656063, 2753222893]
2445637168 > [2459656063]
2693810023 > [355949817, 2690651089]
1357559568 > [1357560340, 1357559966]
2456647063 > [2456647105]
2445637177 > [3134535959]
2456647058 > [2045668142, 2456647077]
4348308268 > [2607875319]
1357560043 > [1357559717, 1357559027]
1357560041 > [1357560648, 1357560322]
1852999281 > [1852999284, 1852999257]
4074838757 > [4074838761, 4074838758]
4074838756 > [358000031, 358000035]
4348308265 > [2489370153]
1852999284 > [1852999297, 1852999281]
4074838759 > [4074838758, 4074838760]
4074838758 > [4074838757, 4074838759]
1852999290 > [1852999314, 1852999279]
4074838761 > [4074838756, 4074838757]
1837270411 > [1837270265, 1837270416]
4074838760 > [4074838759]
