Node_id ; adjacency_list
3285364779 > [3285364833, 3285364770]
1534339214 > [345532110, 421429542]
3285364776 > [4418944360, 3285364769]
420047602 > [2075823630]
420047605 > [420047602, 420047606]
3285364780 > [3285364789]
420047606 > [420047605, 2075823498]
1293170965 > [1293170895, 1293171003]
2262495963 > [2262495956, 2262495983]
4063200812 > [4063200811]
4063200811 > [3993532337, 4063200812]
1293170963 > [1293171003, 1293170902]
4063200806 > [4063200805]
2262495952 > [860857688, 2262495956]
4063200805 > [4063200804, 4063200806]
4063200804 > [3993532337, 4063200802]
2259612322 > [2259612295]
4063200802 > [4063200804, 346110281]
2262495956 > [2262495952, 2262495963]
4063200801 > [4063200800]
4063200800 > [4063200799, 4063200801]
4063200831 > [346110320, 346110322]
2262495946 > [2262495938, 2262495991]
4063200830 > [4063200832, 4063200831]
2262495947 > [2262496027, 2262495930]
4063200829 > [4063200827, 4063200832]
1293170951 > [2391610417]
3117862341 > [3842292394]
4063200827 > [4063200829]
2370304351 > [3325270564, 459516804]
2262495938 > [2262495934, 2262495946]
2467620620 > [2467620567]
4063200821 > [4063200820]
4063200820 > [4063200821]
4063200817 > [4063200816]
4063200816 > [4063200817]
2047610408 > [4822208536, 417872061]
2370304355 > [2897072067, 459516802]
2259612296 > [2259612295, 418586032]
2152854646 > [1381311427]
2370304352 > [3325270561, 3325270562]
2259612295 > [418586018, 2259612296]
1293171007 > [2296876486]
2262495991 > [2262495946]
1293171003 > [1293170965, 1293170963]
4063200799 > [4063200800]
2467620640 > [3085726915]
1184117409 > [357981658]
2262495983 > [2262495963]
2172777917 > [3807067063, 2201171275]
2172777921 > [2172777935]
2172777924 > [2172777917, 2172777945]
2172777926 > [2172777921, 2172777941]
2172777935 > [2172777937, 2172777921]
2172777937 > [2172777945, 2172777935]
2172777941 > [2172777960]
2172777943 > [2172777969]
2172777945 > [2172777924]
2262495930 > [2262495947, 2262495909]
2262495934 > [2262495932, 2262495938]
2262495932 > [2262495956, 2262495934]
1184117500 > [346112689]
2172777960 > [2172777969]
2467620734 > [2467620738, 2467620509]
2262495921 > [2262495917]
4063200832 > [4063200829, 4063200830]
2172777969 > [2172777943, 2172777960]
2262495917 > [2262495909, 2262495921]
2262495909 > [2262495930, 2262495917]
2467620759 > [2467620738]
2467620766 > [2467620772]
2467620737 > [3076644498, 3076644499]
2467620738 > [2467620759, 2467620734]
458715125 > [357390698, 357390705]
458715124 > [458715123, 458715125]
458715123 > [458715122, 458715124]
458715122 > [458715121, 458715123]
458715121 > [458715120, 458715122]
458715120 > [458715119, 458715121]
2467620772 > [2467620766, 2467620774]
2467620774 > [2467620772]
3076441069 > [3285364889, 2469834941]
3602817546 > [3602671423, 3276173760]
3602817547 > [3276173756, 3276173760]
458715119 > [458873194, 458715120]
458715118 > [458715117, 458873194]
458715117 > [458715116, 458715118]
356868606 > [356868494, 356868745]
458715116 > [457311508, 458715117]
356868494 > [2789931938, 356868606]
4074735123 > [4074735121]
4074735122 > [4074735121]
4074735121 > [4074735122, 4074735123]
4074735120 > [4074736961, 346109952]
5413942883 > [2152758880, 2739303724]
355951077 > [443398247]
5413942885 > [2739303745, 2739303749]
355951087 > [355951086, 1200673602]
355951086 > [3098227899, 355951087]
3718949192 > [3719020657]
3718949191 > [3719032640]
2491146383 > [2491146382, 2414180223]
346120277 > [1381676101, 2524023287]
2491146382 > [2491146383]
346120278 > [1381676121]
346120281 > [2552395107, 2552396397]
358113697 > [358113700]
358113700 > [358113697]
4074801120 > [4074801119, 4074801121]
4074801121 > [4074801120, 4074801122]
4074801122 > [4074801121, 4074801123]
4074801123 > [4074801122, 4074801124]
4074801124 > [4074801123, 4074801126]
4074801125 > [766260906]
4074801126 > [4074801124, 4074801125]
4074801128 > [4074801129]
4074801129 > [4074801128, 4074801130]
4074801130 > [4074801129, 4074801131]
4074801131 > [4074801130, 4074801132]
4074801132 > [4074801131]
3507987481 > [1877320430, 305580094]
4074801140 > [4074801144]
4074801141 > [4074801144]
4074801144 > [4074801140, 4074801141]
4074801145 > [4074801144]
4074801149 > [4074801150]
4074801150 > [4074801149]
2467620414 > [3076225772, 3076229023]
2467620410 > [3064961576]
2467620411 > [3076229023]
1218067882 > [1218067973, 1218067873]
3161049432 > [4807697050]
1218067874 > [2305889110, 2930511791]
3161049425 > [3161051704]
1218067872 > [2315455220, 2470745078]
3161049427 > [3161049426, 3161049428]
1218067873 > [1218067882, 1218067815]
3161049426 > [3161051704, 3161049427]
3161049429 > [3161049428, 3161049430]
3161049428 > [3161049427, 3161049429]
4074801117 > [2391555522]
4074801118 > [2391555534, 4074801119]
3161049431 > [3161049430, 4807697050]
4074801119 > [4074801118, 4074801120]
3161049430 > [3161049429, 3161049431]
1305622672 > [1514360363]
1218067928 > [415660286, 1218067925]
1305622676 > [1514360394]
1218067922 > [2305889124, 2305889118]
1218067925 > [1218067928, 415660288]
355950701 > [3064892803]
1305622665 > [1141769868, 346110688]
2467620426 > [3064961576, 2467620427]
2467620427 > [2467620426, 3076225772]
1305622706 > [358001592, 1305602158]
2400385648 > [2400385643, 2400385635]
1218067967 > [1218067809, 1218067938]
2400385634 > [2400385643]
1305622690 > [1305601938, 1305379100]
2400385635 > [2400385648, 2400385637]
2400385639 > [2400385637]
2400385636 > [2400385644]
2400385637 > [2400385635, 2400385639]
1218067938 > [1218067967, 1218068011]
2400385642 > [2459656210, 1473034779]
2400385643 > [2400385634, 2400385648]
2400385641 > [2400385646, 2400385645]
2400385646 > [1622391985, 1060660767]
2400385647 > [1473034808, 2459656210]
2400385644 > [2400385636]
2400385645 > [2400385641]
4231891391 > [3029485233, 4231891392]
4231891390 > [4231891392]
2467620497 > [3064960955, 2470029323]
2467620509 > [2467620734]
2467620488 > [2467620509]
2689652174 > [2792037512, 2792037510]
1305622641 > [5092508978, 346156300]
1305622646 > [2753234994]
2480793208 > [2480793207]
2480793207 > [2480793208]
2480793195 > [2041362115, 2196829376]
355950721 > [4061141877]
356868348 > [356867927, 2789931938]
2262496027 > [2262496037, 2262495947]
1293170902 > [1293170963, 1293170965]
2467620567 > [3085726915, 2467620620]
1009011171 > [1009011834, 1009011689]
3371810089 > [3371258446, 1706881888]
3371810091 > [448144606]
3371810090 > [345351912, 1203997237]
3371810081 > [4358839505, 3371810080]
3371810080 > [3371810081]
1293170895 > [823383430, 1293170965]
1009011192 > [1009011801]
3371810085 > [3371258448, 3371258452]
3371810084 > [345528131, 345528130]
2232021204 > [1500883977]
3371810086 > [3371258452, 3371810078]
4049896581 > [4049896582]
4049896582 > [4049896581]
3371810079 > [4359014191, 448144605]
3371810078 > [3371810086, 3371810084]
2262496035 > [2262495991, 2262496037]
1218067809 > [1218067815, 1218067967]
4231891393 > [3029464835, 3029485233]
1218067815 > [1218067873, 1218067809]
4231891392 > [4231891391, 4231891390]
2262496037 > [2262496035, 2262496027]
4355356059 > [4355356060, 1014876175]
4355356060 > [4355356070, 4355356059]
4355356061 > [4057661310, 4355356062]
4355356062 > [4355356061, 4355356064]
4355356063 > [4355356064, 4355356065]
1200370052 > [1203913870]
2232021762 > [2956973218, 2038167409]
1009011253 > [1009011689, 1009011373]
1200370077 > [2607875454]
2689652291 > [2792037567, 2792037564]
1200370074 > [2607875519]
1009011251 > [1009011370]
1200370075 > [2607875502]
1009011257 > [2566248200, 2566248219]
3232609935 > [3232609940, 3232609938]
2196829404 > [3401665770, 2041361929]
2196829405 > [2041361954, 2041362078]
4355356072 > [4355356071, 4355356074]
2196829376 > [2480793195]
4355356073 > [4355356074, 4355356075]
4355356074 > [4355356072, 4355356073]
4355356075 > [4355356073, 1014876168]
4355356076 > [4355356078, 1014876173]
4355356077 > [1014876168, 4355356078]
4355356078 > [4355356077, 4355356076]
2649484253 > [290707714, 290710025]
3232609947 > [3232609936]
4355356064 > [4355356062, 4355356063]
3232609941 > [3232609943]
3989281791 > [1306227707, 3989281792]
4355356065 > [4355356063, 4355356066]
3232609940 > [3232609935]
4355356066 > [4355356065, 4355356068]
3232609943 > [3232609941, 3232609936]
4355356067 > [4355356068, 4355356071]
4355356068 > [4355356066, 4355356067]
4355356069 > [1014876173, 4355356070]
3232609936 > [3232609943, 3232609947]
3232609939 > [417847007, 417847009]
4355356070 > [4355356069, 4355356060]
4355356071 > [4355356067, 4355356072]
3232609938 > [3232609935, 2149987664]
1009011302 > [2511195303]
4867773543 > [1822515910, 1822515869]
2196829367 > [2196829370]
4867773548 > [2187165786, 2187165777]
2196829370 > [2196829367, 2041362108]
2135165199 > [2135165202, 2135165195]
2135165192 > [2135165195, 2144031502]
2196829373 > [2041362091, 2041361874]
2135165193 > [2135165194]
2135165194 > [2135165193, 2135165201]
2135165195 > [2135165199, 2135165192]
2135165204 > [2135165201, 2135165206]
2135165205 > [2135165209, 2135165202]
422932327 > [422932323]
2135165206 > [2135165204, 2135165210]
422932321 > [420043039]
2135165201 > [2135165194, 2135165204]
422932323 > [422932327]
2135165202 > [2135165205, 2135165199]
3596722231 > [2607875303, 4348308268]
3596722230 > [2607875371, 2607875404]
2135165213 > [2135165210, 2135165222]
3596722232 > [3596738962, 2489370097]
2135165215 > [2135165219, 2135165209]
2135165209 > [2135165215, 2135165205]
4867773560 > [2470689182, 2470689183]
2135165210 > [2135165206, 2135165213]
2135165220 > [2135165218, 2135165219]
2135165221 > [2135165225, 2135165218]
2135165222 > [2135165213, 2135165226]
2135165218 > [2135165221, 2135165220]
2135165219 > [2135165220, 2135165215]
2135165225 > [2135165226, 2135165221]
2135165226 > [2135165222, 2135165225]
3870593076 > [3629427461]
3870593077 > [3870593076]
3870593079 > [3870593080]
3870593084 > [3870593083]
1009011373 > [1009011253, 1009011834]
3870593080 > [3870593079]
2153248474 > [2153248432, 2153248507]
1009011370 > [1535019566, 1009011251]
3870593082 > [3870593083]
3870593083 > [3870593082]
2153248460 > [2153248487, 2153248442]
1009011385 > [1010747161, 1009011302]
3117862731 > [346215798]
1218067973 > [1218067882]
2153248502 > [2153248611, 2153248511]
1009011335 > [1009011796, 1009011611]
2153248511 > [2153248502]
2153248507 > [2153248562, 2153248487]
2153248487 > [2153248507, 2153248460]
1218068011 > [1218067938, 1218067872]
1218068001 > [2305889114, 2305889110]
4060906700 > [4060906703]
2493375068 > [2493375073, 2493375071]
2493375071 > [2493375068, 2493375083]
1009011431 > [1009011513]
4060906703 > [4060906700]
2493375065 > [2493375083, 2493375079]
4060906696 > [4060906695, 4060906697]
4060906697 > [4060906696, 4060906698]
2493375067 > [2493375093]
4060906698 > [4060906697]
4060906693 > [458898982, 4060905771]
4060906694 > [4060905771, 4060906695]
2493375063 > [2493375089]
4060906695 > [4060906694, 4060906696]
2493375058 > [2493375080]
4060906712 > [4060906711]
4417352082 > [4417352084, 5009303564]
4060906708 > [4060906707]
4417352083 > [519559792, 4417352084]
4417352080 > [5009303575, 4417352081]
4417352081 > [4417352080, 5009303577]
4060906711 > [4060906712]
4417352086 > [519587800, 519587807]
1009011448 > [1009011771]
4060906705 > [4060906706]
4417352084 > [4417352083, 4417352082]
4060906706 > [4060906705, 4060906707]
4417352085 > [5009303562, 5009303563]
4060906707 > [4060906706, 4060906708]
4087645508 > [4087645509]
4087645509 > [3156198778, 3156198777]
4087645506 > [856144802, 856145220]
2153248432 > [2153248474]
4087645507 > [1154342214]
2493375093 > [2493375067]
2493375089 > [3086020427]
2153248442 > [2153248460, 2153248441]
2153248441 > [2153248442, 2153248424]
2493375085 > [2493375079]
3870593092 > [3870593093]
3870593093 > [3870593092, 2027459717]
2493375087 > [2493375083]
2493375080 > [2493375058]
2493375083 > [2493375087]
3870593090 > [2027459715, 3870593091]
4087645522 > [4087645506, 1154342214]
3870593091 > [3870593090]
2493375079 > [2493375065, 2493375085]
2493375073 > [1950422469]
2689652396 > [2792037579, 2792037576]
2153248424 > [2153248441]
1009011513 > [1009011431]
1769152083 > [1769152085, 1769152089]
1769152082 > [1781749776, 5256979359]
1769152087 > [450714127, 5256979354]
1769152085 > [1769152068, 1769152083]
1769152084 > [1769152066, 1769152076]
1769152091 > [1769152079, 450714133]
1769152089 > [450714130, 450714129]
2153248632 > [2153248766, 2153248620]
1009011476 > [1009011755]
1769152066 > [1769152084]
1769152071 > [1769152076, 1769152075]
2153248611 > [2153248642, 2153248502]
1009011472 > [1009011771, 1009011513]
1769152069 > [450714128, 450714127]
1769152068 > [5256979359, 1769152085]
1769152075 > [1769152071, 1769152079]
1769152074 > [5256979362]
2153248620 > [2153248632, 2153248562]
1769152079 > [1769152075, 1769152091]
1769152078 > [5256979362, 1781749776]
1769152076 > [1769152084, 1769152071]
447704558 > [3131090873]
3069821371 > [3069821370, 4607222569]
3069821370 > [3069821371]
3069821373 > [3069821372, 2459086600]
3069821372 > [4607222569, 3069821373]
2389113133 > [356722407, 356722403]
2389113138 > [2389113133]
447704568 > [345678885]
1132409888 > [1132409878, 1132409874]
2153248562 > [2153248620, 2153248507]
1132409881 > [1115437503, 1115437555]
1132409880 > [1111676100, 1111750907]
1132409878 > [1132409888]
1132409874 > [1115437555, 1115437500]
1009011616 > [2511195303]
2232021645 > [2232021762]
2172777988 > [2172777993, 2172777960]
2172777990 > [2172777993, 2172777945]
2140997658 > [1308696936, 4579273628]
2172777993 > [2172777990]
2140997654 > [345723941, 3088583460]
2312437360 > [4043188919]
418279243 > [416466425, 416466537]
2153248753 > [2153248884]
418279241 > [4832652284]
2153248766 > [2153248798, 2153248632]
418279262 > [416466472, 416466506]
418279259 > [416466493, 416466483]
418279255 > [416466453, 416466490]
418279252 > [416466444, 418279255]
418279251 > [416466444]
418279248 > [416466435, 416466524]
2135165178 > [2144031501, 1660476424]
1009011611 > [1009011335]
4048848532 > [4048848531, 4048848533]
4048848533 > [4048848532]
2135165063 > [1660476438, 357878182]
4048848530 > [4048848531]
4048848531 > [4048848530, 4048848532]
356868745 > [356868606, 356872587]
1009011689 > [1009011253]
2153248664 > [2153248642]
2153248642 > [2153248664, 2153248611]
3104886471 > [418581600, 418581601]
3104886472 > [3104886471, 3104886473]
1810111549 > [2805315105]
3104886473 > [3104886472]
1810111492 > [1810111494, 1810111491]
1810111494 > [1810111492]
1810111491 > [1810111492, 3711066240]
1810111499 > [3711066240]
2135165112 > [4594324641, 1660476438]
2232021751 > [2038167447, 2038167437]
4742537903 > [4742537895]
4742537897 > [4742537895]
4742537895 > [4742537897, 4742537903]
2433280283 > [2433280325]
2153248842 > [2041361956, 2153248815]
2153248884 > [2153248753, 2153248907]
1115765415 > [1115765246, 1115765353]
2153248890 > [2153248922, 2153248798]
4742537882 > [448144603, 448144601]
2433280329 > [2433280327, 2433280331]
2433280331 > [2433280329, 2433280333]
2433280333 > [2433280331]
2153248798 > [2153248890, 2153248766]
2433280325 > [2433280283, 2433280327]
2433280327 > [2433280325, 2433280329]
1115765459 > [1115765533, 1115765043]
2153248777 > [2153248898]
1115437590 > [1115437553, 1115437542]
2196765312 > [3759792703, 4430440944]
2153248815 > [2153248842, 2041362135]
1115437575 > [1115437542, 1115437503]
2794053151 > [2794053140, 2794053153]
2794053139 > [4180812897, 2794053140]
2794053140 > [2794053139, 2794053151]
2794053153 > [2794053151, 746266372]
5269701298 > [356333896, 356333973]
5269701299 > [5269701298, 5269701300]
1115765293 > [1115765096, 1115765243]
5269701300 > [5269701299]
2153248922 > [2153248949, 2153248890]
2153248920 > [2153248898, 2153248943]
2153248898 > [2153248777, 2153248920]
1115765338 > [827476602, 1399559169]
2153248907 > [2153248943, 2041361956]
2153248949 > [1534418379, 2153248922]
1115765353 > [1115765415, 1115765533]
2153248943 > [1534418379, 2153248907]
3569593404 > [356376688, 2330202438]
823347219 > [778791230]
2306011251 > [2306011257, 2306011262]
823347216 > [823347230, 823347325]
823347223 > [823347322, 823347349]
823347222 > [823347345, 823347283]
823347227 > [823347275]
823347225 > [823347309]
2306011257 > [2558097090, 2306011251]
823347231 > [778791229, 823347328]
2306011262 > [2306011251, 2306011260]
823347230 > [823347280, 762983481]
2306011260 > [2306011262, 1504133253]
823347211 > [823347298, 823347286]
823347251 > [2071132779, 2071132775]
823347249 > [823347323]
823347259 > [762983446, 762983457]
823347262 > [823347367, 823347329]
823347239 > [823347295]
823347240 > [778791230, 823347365]
823347247 > [823347305, 823347339]
823347245 > [823347329, 823347299]
2047607603 > [2038253389, 2024263258]
823347283 > [823347222, 762983485]
823347282 > [823347299, 778791235]
823347280 > [823347276, 823347230]
823347286 > [823347211, 823347367]
823347284 > [823347364, 823347360]
823347295 > [823347309, 823347239]
823347293 > [823347328, 823347364]
823347266 > [823347352, 823347278]
823347264 > [2071132775, 2071132758]
2047607641 > [2047607693, 2047607632]
823347269 > [823347325, 2071132736]
823347268 > [823347364]
823347275 > [823347227, 823347325]
2047607632 > [2047607641, 2047607634]
823347278 > [823347266, 823347339]
2047607634 > [2047607632, 2047607657]
823347276 > [823347328, 823347280]
2047607660 > [2047607657, 2047607701]
2293494231 > [1533974996, 1533974995]
3156198779 > [3156127537, 3156198778]
823347318 > [823347325, 823347322]
2293494230 > [2595115192, 1533974996]
2047607657 > [2047607634, 2047607660]
3156198778 > [3156198779, 4087645509]
3156198777 > [4087645509, 3156198774]
823347323 > [823347303, 823347249]
823347322 > [823347318, 823347223]
3156198774 > [3156198777]
823347325 > [823347216, 823347269]
823347299 > [823347245, 823347282]
823347298 > [823347211]
823347303 > [823347323]
2321609493 > [429527127, 1381659882]
2321609496 > [3086014977, 1381659836]
2321609497 > [3086014974, 3086014961]
2321609498 > [3086014961, 3086014946]
823347305 > [823347283, 823347247]
823347309 > [823347225, 823347295]
2047607693 > [2047607698, 2047607641]
823347345 > [762983457, 823347222]
823347349 > [823347223, 762983439]
2232220811 > [2232220845, 2232220827]
823347352 > [762983477, 823347266]
2047607708 > [2047607710, 2047607698]
823347329 > [823347262, 823347245]
2047607710 > [2047607713, 2047607708]
823347328 > [823347231, 823347276]
2047607706 > [2047607701, 2047607710]
2232220827 > [2232220811, 2232220870]
823347339 > [823347247]
2047607701 > [2047607660, 2047607706]
823347337 > [2071132758, 762983449]
1115765533 > [1115765353, 1115765459]
4741489408 > [4609516415]
2047607698 > [2047607708, 2047607693]
2232220845 > [1810826372, 293390366]
2047607713 > [1585469979, 2047607710]
2047607741 > [2047607779]
823347361 > [823347280]
823347360 > [823347284, 823347269]
823347367 > [823347286, 823347262]
823347365 > [823347240, 778791229]
823347364 > [823347293]
2047607753 > [2038253488]
2047607754 > [2047607774]
2232220870 > [293390366, 293390367]
1579231215 > [1579231214, 1579231216]
1579231214 > [1579231215]
1579231217 > [1579231216, 2152826098]
1579231216 > [1579231215, 1579231217]
2047607774 > [357419793, 1585470003]
1579231218 > [2152826098]
3796802471 > [3779359926]
345533810 > [3279680360]
2047607779 > [1585470048, 2047607741]
345533804 > [3251949703]
345533806 > [3249109699]
1863849696 > [3129438965, 1537263153]
3587747802 > [3587747796]
2516250617 > [2516250620]
357855056 > [357855059]
3182086062 > [4044802127]
2516250623 > [2516250609, 2516250621]
3587747805 > [3587747592, 3587747794]
2516250620 > [2516250629, 2516250617]
357855059 > [357855056, 1868185490]
3182086061 > [418585977, 2990375011]
2516250621 > [2516250623, 2516250610]
2224750226 > [2580771387, 2224750225]
2516250610 > [2516250621, 2516250600]
3587747794 > [3587747805, 3587747798]
2224750225 > [2224750226, 3077718025]
2516250609 > [2516250598, 2516250623]
3587747796 > [3587747802]
2516250614 > [2516250644, 2516250593]
3587747797 > [3587747592]
2224750228 > [2580771387]
3587747798 > [3587747794]
2224750218 > [3077718030]
357855045 > [357855040, 357855048]
2516250600 > [2516250610, 2516250596]
357855040 > [357855037, 357855045]
2224750223 > [3077718025, 2580771393]
433873861 > [2039279176, 2041392893]
357855053 > [357855051, 1868185376]
2516250595 > [2516250596]
2516250593 > [2516250614, 2516250578]
433873856 > [2041392998, 433873857]
357855048 > [357855045, 357855051]
2516250598 > [278110701, 2516250609]
433873857 > [433873856, 2041392917]
2516250596 > [2516250600, 2516250589]
357855051 > [357855048, 357855053]
2516250597 > [2516250591, 2516250598]
984105097 > [4085399036, 4085399032]
2516250584 > [2516250573, 2516250580]
2516250590 > [2516250627]
3161048653 > [3161048652]
3161048652 > [429327573, 4807697055]
2516250591 > [2516250589, 2516250597]
2516250588 > [2516250589]
2516250589 > [2516250596, 2516250591]
2516250578 > [2516250593, 4346870692]
2516250577 > [2516250582]
2516250582 > [2516250577]
2516250580 > [2516250584, 4792975554]
984105112 > [2876082142, 1837295787]
984105113 > [3809554670]
2516250569 > [2516250574]
2516250574 > [2516250565]
2516250575 > [2516250574]
2516250572 > [4346870692]
2516250573 > [2516250565, 2516250584]
3587747808 > [2019489014]
2516250562 > [2516250565]
984105105 > [1541470251, 1012961197]
3587747810 > [1892482406, 430030594]
984105108 > [3024080532, 2152826101]
984105109 > [2400377139, 2129577214]
2516250567 > [2113157875]
2516250565 > [2516250574]
356740886 > [3166491931, 3166491892]
356740894 > [4054176403, 4054163668]
1754600181 > [346275378, 2459656069]
356740898 > [4054163666, 2019562733]
1754600180 > [346275403, 2459656069]
357855031 > [346105770, 182686258]
357855037 > [357855035, 357855040]
2940654890 > [2034294923, 2940648344]
357855035 > [1740332166]
1115764979 > [5094272841]
357855014 > [346105753, 357855016]
346058457 > [750473912, 4925736101]
357855016 > [357855014, 2407519703]
4328029031 > [2012078883]
4487934244 > [4485473936, 4485473937]
4487934248 > [2099340425]
3024080532 > [3024080529, 984105108]
3024080529 > [1540332857, 3024080532]
1721179174 > [4351397750, 5128892209]
4487934261 > [4487934260]
1721179171 > [4331040486, 4351397749]
4487934260 > [4487934261]
2334257565 > [433985463, 433985461]
3587747592 > [3587747797, 3587747805]
4794771231 > [3076369434]
4794771230 > [3076369434]
3587747590 > [4289849553]
4794771234 > [4794771233]
4794771233 > [4794771232, 4794771234]
4794771232 > [4794771233]
5269766427 > [5269766426]
5269766426 > [5269766425, 5269766427]
5269766425 > [5269766426]
442589561 > [442589562]
442589560 > [442589562]
442589562 > [4865893620, 442589560]
827476602 > [5094263433, 1115765338]
3794311427 > [3794311429]
3794311428 > [846599340, 346060623]
3794311429 > [3794311427, 3794311428]
2794053053 > [2794053044, 5271517486]
1115765175 > [1115764979, 1115765096]
356740724 > [4815796276]
2794053042 > [2794053044]
356740734 > [3785869381]
2794053044 > [2794053042, 2794053053]
345534428 > [345534429]
345534429 > [345534428, 3711317241]
345534430 > [3711317241, 416773532]
345534431 > [3711317239, 1701074383]
1115765195 > [1514360404]
3120022160 > [346118865, 315786163]
2554323794 > [4336496755]
2554323793 > [4336496720]
345534432 > [1701074383, 345534433]
345534433 > [345534432, 3711317240]
345534434 > [3711317240, 416773533]
1115765243 > [1115765293, 1115765021]
345534435 > [416773533, 1202746502]
345534436 > [1202746502, 1202746503]
345534437 > [1202746503, 1202746505]
345534438 > [1202746505, 1701074429]
1115765246 > [520147683]
1115764995 > [1514360404]
1115437553 > [1115437590]
1115437555 > [1132409881, 1132409874]
2554323882 > [2554318780, 2554318791]
1115437542 > [1115437590, 1115437575]
1115765021 > [358015009]
2554323874 > [2554318771, 2554318780]
346058498 > [4330221358]
345534261 > [421429555]
1115765043 > [1115765459, 1115764979]
1115765049 > [1514375609, 828419497]
346058522 > [750473905]
1115437500 > [1132409874, 1115437499]
1115437503 > [1115437575, 1132409881]
345534302 > [345534303, 345534295]
356740740 > [600118887, 4815796282]
1115437499 > [1115437500, 1111676143]
345534303 > [345534305, 345534302]
356740746 > [2305897418, 356740740]
357985951 > [3864820290]
345534292 > [4742574166, 345532104]
345534295 > [345534302, 4742574166]
356740758 > [1861311654, 3166491939]
356740756 > [356732765, 1861311654]
357985930 > [5257095628, 1502773069]
357985971 > [357993013]
1115765096 > [1115765175, 1115765293]
5341595035 > [5341595036]
345534305 > [1837270905, 345534303]
5341595036 > [5341595035]
1578967613 > [1577582986, 1577582987]
2262432504 > [2262432538, 2262432487]
1578967610 > [1578967613, 2459086613]
1578967602 > [2459086613, 2152758834]
2262432487 > [2262432504]
3064908527 > [3064885803]
357853469 > [3360831994]
357853464 > [5186277986, 3360832006]
357853467 > [3360832006, 357853469]
346122488 > [4360443274, 1495286212]
3064908528 > [3064885364, 3064889166]
3523653222 > [3294316667]
357853477 > [357853474, 357853487]
1861292676 > [3941319607]
3223108714 > [2554318339, 2554318348]
357853474 > [357853469, 357853477]
3223108715 > [2607875471, 2607875478]
357853487 > [357853477, 357853676]
4052454667 > [4052454666, 4052454668]
4052454666 > [4052454662, 4052454667]
4052454671 > [1399559169, 1399559170]
2158623789 > [2158623813, 2158623773]
4052454670 > [4052454661, 4730597439]
4052454668 > [4052454667]
345532433 > [345532434]
345532434 > [2527494580, 345532433]
4052454663 > [4052454662]
4052454662 > [4730597443, 4052454663]
4052454661 > [521514597, 1115979299]
4052454683 > [4444977517]
4052454680 > [4052454679]
4052454685 > [828419497, 4455155431]
4052454684 > [4444977529]
4052454675 > [4052454676]
4052454674 > [4052454676, 4730597451]
4052454673 > [4052454672, 4052454676]
4052454672 > [4052454673]
4052454679 > [4052454680]
4052454676 > [4052454675]
357853684 > [5257150839, 357853690]
2158623752 > [2158623755, 2158623747]
2158623755 > [2158623756, 2158623752]
357853680 > [357853678, 5257150842]
2158623756 > [2158623759, 2158623755]
2158623759 > [2158623765, 2158623756]
357853692 > [357853690, 1316002346]
3470963275 > [3474505069]
2158623747 > [2158623752]
357853694 > [1316002346, 4492210273]
3470963273 > [2555702046]
3470963279 > [2555701966]
357853690 > [357853684, 357853692]
3470963277 > [2555702046]
2158623773 > [2158623789, 2158623765]
1135034128 > [4227672933, 356722395]
3470963285 > [2555701966]
357853676 > [357853487, 357853678]
357853678 > [357853676, 357853680]
2158623765 > [2158623773, 2158623759]
2753222875 > [2753222876]
2753222878 > [2753222882, 2753222876]
2753222876 > [2753222878, 2753222875]
2753222877 > [2753222880]
2753222866 > [2753222870]
2753222867 > [2753222897]
2753222870 > [2753222885, 2753222866]
2753222871 > [2753222887]
2753222906 > [2753222901, 2753222905]
2753222904 > [2753222902, 2753222896]
2753222905 > [2753222906, 2753222903]
2753222910 > [2753222906, 2753222928]
2753222898 > [2753222889]
2753222896 > [2753222904]
2753222897 > [2753222867]
2158623813 > [2158623831, 2158623789]
2753222902 > [2753222903, 2753222904]
2753222903 > [2753222905, 2753222902]
2753222901 > [2753222895, 2753222906]
2753222890 > [2753222896, 2753222885]
2753222888 > [2753222886, 2753222882]
2753222889 > [2753222898, 2753222880]
3040856523 > [278110700]
2753222895 > [2753222893, 2753222901]
2753222892 > [2753222905, 2753222886]
2753222893 > [2445637175, 2753222895]
357853612 > [5257139721]
2753222882 > [2753222888, 2753222878]
2753222880 > [2753222889, 2753222877]
357853615 > [5257139721, 5257137967]
2753222886 > [2753222892, 2753222888]
2753222887 > [2753222871, 2753222922]
2158623831 > [1278902252, 2158623813]
2753222885 > [2753222890, 2753222870]
2753222938 > [2753222936, 2753222942]
2753222939 > [2753222940, 2753222937]
2753222936 > [2753222935, 2753222938]
2753222937 > [2753222939, 2753222934]
2753222942 > [2753222938, 2753222945]
2753222943 > [2753222940]
2753222940 > [2753222943, 2753222939]
2753222930 > [2753222931, 2753222927]
2753222931 > [2753222934, 2753222930]
2753222928 > [2753222910, 2755497071]
2753222929 > [2755497071, 2755497074]
2753222934 > [2753222937, 2753222931]
2753222935 > [2753222932, 2753222936]
2753222932 > [2755497074, 2753222935]
2753222922 > [2753222887]
4351295051 > [4351295052]
2753222921 > [2753222916, 2753222924]
2753222927 > [2753222930]
2753222924 > [2753222921, 2753222925]
4351295052 > [4350594767, 4351295051]
2753222925 > [2753222924]
4351295053 > [3280452996, 3280452997]
2753222915 > [2753222929, 2753222912]
4351295043 > [806298324, 4351295044]
2753222912 > [2753222915, 2753222916]
4351295044 > [2167168602]
