Node_id ; 'lat' and 'lon'
3759792687 >  lat = 55.9882199 lon = 92.8575229
356325130 >  lat = 56.0350647 lon = 92.860318
3818512807 >  lat = 56.0451791 lon = 92.8893102
3818512806 >  lat = 56.0453321 lon = 92.8901667
794504473 >  lat = 55.9526883 lon = 92.746038
3759792705 >  lat = 55.9898432 lon = 92.8545801
3759792704 >  lat = 55.9897537 lon = 92.8555054
356325199 >  lat = 56.0289766 lon = 92.8804286
2841816032 >  lat = 56.029624 lon = 93.016699
2647236427 >  lat = 56.0341606 lon = 92.8315578
2647236426 >  lat = 56.033953 lon = 92.8318226
2841816033 >  lat = 56.0291716 lon = 93.0154213
2841816036 >  lat = 56.0294696 lon = 93.019545
2528089128 >  lat = 55.9675782 lon = 92.7401688
2841816042 >  lat = 56.0296392 lon = 93.0152765
356325300 >  lat = 56.0288445 lon = 92.8765133
2647236416 >  lat = 56.03349 lon = 92.8318314
2841816043 >  lat = 56.0290472 lon = 93.0131522
2647236419 >  lat = 56.0337535 lon = 92.8318209
2841816041 >  lat = 56.0309039 lon = 93.0266635
2841816044 >  lat = 56.031025 lon = 93.0195503
2841816045 >  lat = 56.0293125 lon = 93.0154669
2528089139 >  lat = 55.9675595 lon = 92.739014
1357337210 >  lat = 55.9541418 lon = 92.9227009
2841816001 >  lat = 56.0291116 lon = 93.0140453
1719231711 >  lat = 56.0181987 lon = 92.8912097
2153939652 >  lat = 56.0239776 lon = 93.0547713
2841816004 >  lat = 56.0317333 lon = 93.0259942
2841816010 >  lat = 56.0307855 lon = 93.0168601
2841816011 >  lat = 56.0311409 lon = 93.0171997
2841816008 >  lat = 56.0294249 lon = 93.0173344
2841816009 >  lat = 56.0306462 lon = 93.0207949
2138602965 >  lat = 56.0180835 lon = 92.8128637
2841816015 >  lat = 56.0298194 lon = 93.0202942
2841816013 >  lat = 56.0316256 lon = 93.0175772
1357337175 >  lat = 55.9542833 lon = 92.9188505
2841816019 >  lat = 56.0287939 lon = 93.0138
5103628931 >  lat = 56.0404214 lon = 92.8922088
746270409 >  lat = 55.9822267 lon = 92.822027
746270408 >  lat = 55.9813153 lon = 92.8460746
4360765785 >  lat = 56.0329857 lon = 92.897073
1719231692 >  lat = 56.0184483 lon = 92.8914172
2841816020 >  lat = 56.029218 lon = 93.0154803
356325253 >  lat = 56.0289137 lon = 92.8785223
4360765780 >  lat = 56.0329618 lon = 92.8984705
746270402 >  lat = 55.9851587 lon = 92.8567115
2841816024 >  lat = 56.0288176 lon = 93.0189079
2841816025 >  lat = 56.0299806 lon = 93.0178683
2841816030 >  lat = 56.0305007 lon = 93.017713
746270406 >  lat = 55.985165 lon = 92.8626922
2841816031 >  lat = 56.0296593 lon = 93.0167733
746270405 >  lat = 55.9803955 lon = 92.8315958
2841816028 >  lat = 56.0288568 lon = 93.0151692
746270404 >  lat = 55.9828978 lon = 92.8208868
2841816029 >  lat = 56.0290729 lon = 93.0149974
746270395 >  lat = 55.9805839 lon = 92.8312925
746270394 >  lat = 55.9826797 lon = 92.8209493
746270392 >  lat = 55.9851296 lon = 92.8554393
746270399 >  lat = 55.9798488 lon = 92.8335895
4411360309 >  lat = 56.0004889 lon = 92.9661782
746270398 >  lat = 55.9821867 lon = 92.8231284
4411360308 >  lat = 56.0010127 lon = 92.9658136
746270397 >  lat = 55.9813738 lon = 92.8459699
4411360311 >  lat = 56.0008557 lon = 92.9664122
418585140 >  lat = 56.0201557 lon = 92.8854227
4411360310 >  lat = 56.0005897 lon = 92.9666117
746270387 >  lat = 55.9814259 lon = 92.8458304
4411360312 >  lat = 56.0007599 lon = 92.9659896
746270384 >  lat = 55.9808028 lon = 92.831134
746270391 >  lat = 55.9832169 lon = 92.8416831
746270390 >  lat = 55.9799332 lon = 92.8330743
746270389 >  lat = 55.982144 lon = 92.8561771
746270388 >  lat = 55.9822357 lon = 92.8242355
746270379 >  lat = 55.980039 lon = 92.8325287
2153939634 >  lat = 56.0234004 lon = 93.0512235
746270378 >  lat = 55.983662 lon = 92.8210427
1357337141 >  lat = 55.954275 lon = 92.923697
3436695045 >  lat = 56.0421943 lon = 92.8843818
2153939638 >  lat = 56.0235686 lon = 93.0537803
746270383 >  lat = 55.9824482 lon = 92.8211577
746270382 >  lat = 55.9813277 lon = 92.8468926
2153939636 >  lat = 56.0234597 lon = 93.052088
1719231663 >  lat = 56.0182964 lon = 92.8894819
746270371 >  lat = 55.9798241 lon = 92.8346748
4411360297 >  lat = 56.0008386 lon = 92.9650505
3436695054 >  lat = 56.0431314 lon = 92.883603
746270369 >  lat = 55.985026 lon = 92.839104
